Chr	Start	End	Name	Null	Strand	ExcludedBases	Coverage	IntronDepth	IntronDepth25Percentile	IntronDepth50Percentile	IntronDepth75Percentile	ExonToIntronReadsLeft	ExonToIntronReadsRight	IntronDepthFirst50bp	IntronDepthLast50bp	SpliceLeft	SpliceRight	SpliceExact	IRratio	Warnings
2	63841232	63856305	UGP2/ENSG00000169764/clean	0	+	1372	0.0137216	0	0	0	0	7	6	0	0	1291	1976	1213	6.94409e-06	MinorIsoform
2	63841232	63882465	UGP2/ENSG00000169764/clean	0	+	2460	0.0973874	0	0	0	0	7	0	0	0	1291	1736	45	5.60956e-05	MinorIsoform
2	63842204	63856305	UGP2/ENSG00000169764/clean	0	+	867	0.00838749	0	0	0	0	14	6	0	0	785	1976	741	4.24466e-06	MinorIsoform
2	63842437	63856305	UGP2/ENSG00000169764/clean	0	+	744	0.00845779	0	0	0	0	0	6	0	0	0	1976	0	4.28024e-06	LowCover
2	63842599	63855566	UGP2/ENSG00000169764/clean	0	+	530	0.00884458	0	0	0	0	0	0	0	0	22	0	0	0.000401865	LowCover
2	63842599	63856305	UGP2/ENSG00000169764/clean	0	+	639	0.00849468	0	0	0	0	0	6	0	0	22	1976	22	4.29891e-06	MinorIsoform
2	63846174	63856305	UGP2/ENSG00000169764/clean	0	+	528	0.0115589	0	0	0	0	0	6	0	0	0	1976	0	5.84961e-06	LowCover
2	63854936	63856305	UGP2/ENSG00000169764/clean	0	+	136	0.00081103	0	0	0	0	0	6	0	0	0	1976	0	4.1044e-07	LowCover
2	63855643	63856305	UGP2/ENSG00000169764/clean	0	+	32	0.0015873	0	0	0	0	0	6	0	0	0	1976	0	8.0329e-07	LowCover
2	63855728	63856304	UGP2/ENSG00000169764/clean	0	+	10	0.00176678	0	0	0	0	0	6	0	0	0	0	0	0	LowCover
2	63856433	63856787	UGP2/ENSG00000169764/clean	0	+	34	0	0	0	0	0	0	0	0	0	1542	0	0	0	LowCover
2	63856433	63857549	UGP2/ENSG00000169764/clean	0	+	139	0.154555	0	0	0	0	0	0	0	0	1542	25	23	0.00010022	MinorIsoform
2	63856433	63857828	UGP2/ENSG00000169764/clean	0	+	318	0.140204	0	0	0	0	0	0	0	0	1542	1523	1517	9.09154e-05	-
2	63856882	63857828	UGP2/ENSG00000169764/clean	0	+	189	0.199472	0	0	0	0	2	0	1.1	0	0	1523	0	0.000130956	LowCover
2	63857936	63859205	UGP2/ENSG00000169764/clean	0	+	10	0.0976966	0	0	0	0	8	0	0	0	1679	0	0	5.8184e-05	LowCover
2	63857936	63882465	UGP2/ENSG00000169764/clean	0	+	534	0.143238	0	0	0	0	8	0	0	0	1679	1736	1668	8.25037e-05	NonUniformIntronCover
2	63882651	63883959	UGP2/ENSG00000169764/clean	0	+	10	0.606317	2.29615	0	3	3	0	0	3	3	1541	1537	1537	0.00148782	NonUniformIntronCover
2	63884093	63885588	UGP2/ENSG00000169764/clean	0	+	27	0.923025	5.87925	2	5	10	87	11	15	2.65	1965	1965	1965	0.00298306	NonUniformIntronCover
2	63885886	63886340	UGP2/ENSG00000169764/clean	0	+	10	1	6.53371	5	7	8	25	12	14	6.8	2600	2596	2596	0.00250667	NonUniformIntronCover
2	63886538	63887401	UGP2/ENSG00000169764/clean	0	+	10	0.801876	4.65598	2	4	8	0	0	14	0	1778	1776	1776	0.00261182	NonUniformIntronCover
2	63887644	63890080	UGP2/ENSG00000169764/clean	0	+	10	0.990519	20.535	13	18	34	132	40	8.4	32.2	2430	2432	2430	0.00837296	NonUniformIntronCover
2	63890185	63891119	UGP2/ENSG00000169764/clean	0	+	10	0.905844	4.03243	2	4	6	40	0	0.8	0	1956	1956	1956	0.00205733	NonUniformIntronCover
2	63893535	63897495	VPS54/ENSG00000143952/clean	0	-	70	0.129563	0	0	0	0	1	0	0	0	359	356	356	0.000360769	-
2	63897590	63899473	VPS54/ENSG00000143952/clean	0	-	10	0.312867	0.0665779	0	0	3	0	0	0	0	263	263	263	0.0011882	-
2	63899581	63912344	VPS54/ENSG00000143952/clean	0	-	580	0.0578675	0	0	0	0	0	0	0	0	194	188	188	0.000298197	-
2	63912425	63912539	VPS54/ENSG00000143952/clean	0	-	10	0	0	0	0	0	6	0	0	0	169	175	169	0	NonUniformIntronCover
2	63912661	63913222	VPS54/ENSG00000143952/clean	0	-	10	0.435572	2.0362	0	0	6	5	0	0	1.8	126	125	125	0.0159033	NonUniformIntronCover
2	63913310	63914181	VPS54/ENSG00000143952/clean	0	-	121	0.849333	4.17667	3	4	7	1	0	0	0.7	115	116	110	0.0347544	NonUniformIntronCover
2	63914287	63916899	VPS54/ENSG00000143952/clean	0	-	10	0	0	0	0	0	0	0	0	0	228	228	228	0	-
2	63916963	63919882	VPS54/ENSG00000143952/clean	0	-	10	0.939498	6.54506	3	7	10	30	0	14.2	1	229	230	229	0.0276694	NonUniformIntronCover
2	63919995	63920445	VPS54/ENSG00000143952/clean	0	-	10	0.343182	0.215909	0	0	2	5	0	2	0	189	191	189	0.00179354	NonUniformIntronCover
2	63920627	63921205	VPS54/ENSG00000143952/clean	0	-	10	0.207746	0	0	0	0	8	0	0	0	107	107	107	0.00193779	NonUniformIntronCover
2	63921335	63933672	VPS54/ENSG00000143952/clean	0	-	2350	0.0202263	0	0	0	0	0	0	0	0	120	109	109	0.000168524	-
2	63934013	63942464	VPS54/ENSG00000143952/clean	0	-	210	0.237835	0	0	0	0	15	0	0.2	0	104	109	104	0.00217722	NonUniformIntronCover
2	63942561	63944599	VPS54/ENSG00000143952/clean	0	-	10	0	0	0	0	0	0	0	0	0	130	130	130	0	-
2	63944655	63947382	VPS54/ENSG00000143952/clean	0	-	10	0	0	0	0	0	0	0	0	0	109	99	99	0	-
2	63944655	63949036	VPS54/ENSG00000143952/clean	0	-	128	0.058782	0	0	0	0	0	0	0	0	109	93	10	0.000538994	MinorIsoform
2	63947490	63949036	VPS54/ENSG00000143952/clean	0	-	10	0.16276	0	0	0	0	0	0	0	0	83	93	83	0.00174705	-
2	63949163	63962057	VPS54/ENSG00000143952/clean	0	-	250	0.194401	0	0	0	0	0	10	0	10	74	74	74	0.00262015	NonUniformIntronCover
2	63962443	63965834	VPS54/ENSG00000143952/clean	0	-	140	0	0	0	0	0	0	0	0	0	47	47	47	0	-
2	63965966	63968956	VPS54/ENSG00000143952/clean	0	-	30	0.0577703	0	0	0	0	0	0	0	0	37	37	37	0.00155892	-
2	63968991	63972165	VPS54/ENSG00000143952/clean	0	-	10	0	0	0	0	0	0	0	0	0	36	36	36	0	-
2	63972244	63974985	VPS54/ENSG00000143952/clean	0	-	10	0	0	0	0	0	0	0	0	0	51	0	0	0	LowCover
2	63972244	63981645	VPS54/ENSG00000143952/clean	0	-	907	0.037085	0	0	0	0	0	0	0	0	51	51	51	0.000726629	-
2	63981851	63983863	VPS54/ENSG00000143952/clean	0	-	66	0	0	0	0	0	5	0	3.4	0	18	21	18	0	NonUniformIntronCover
2	63984019	64018937	VPS54/ENSG00000143952/clean	0	-	770	0.119392	0	0	0	0	0	0	0	0	12	12	12	0.00985132	-
2	64095268	64096124	PELI1/ENSG00000197329/clean	0	-	10	0.585106	3.37941	0	4	6	7	0	5	0	179	179	179	0.0185296	NonUniformIntronCover
2	64096313	64096412	PELI1/ENSG00000197329/clean	0	-	10	1	2.27027	2	2	3	10	1	3	2	148	148	148	0.0151079	NonUniformIntronCover
2	64096610	64100397	PELI1/ENSG00000197329/clean	0	-	10	0.748742	3.09795	0	3	6	12	0	12	0	92	85	85	0.0325764	NonUniformIntronCover
2	64100499	64104553	PELI1/ENSG00000197329/clean	0	-	190	0.560041	0.650065	0	1	3	3	0	3	0	80	0	0	0.00695185	LowCover
2	64100499	64104700	PELI1/ENSG00000197329/clean	0	-	244	0.570382	0.675932	0	1	3	3	4	3	4.4	80	79	79	0.0070793	NonUniformIntronCover
2	64104597	64104700	PELI1/ENSG00000197329/clean	0	-	10	1	1.61538	1	1	4.5	1	4	1	4.4	0	79	0	0.0200382	LowCover
2	64104830	64108239	PELI1/ENSG00000197329/clean	0	-	182	0.59374	0.980635	0	1	4	8	3	4	3	55	62	55	0.00948562	NonUniformIntronCover
2	64106299	64108239	PELI1/ENSG00000197329/clean	0	-	50	0.595767	1.06746	0	1	4	1	3	1	3	0	62	0	0.0169257	LowCover
2	64108379	64143317	PELI1/ENSG00000197329/clean	0	-	500	0.0242755	0	0	0	0	0	0	1	0	12	0	0	0.00201888	LowCover
2	64108379	64144080	PELI1/ENSG00000197329/clean	0	-	719	0.023898	0	0	0	0	0	0	1	0	12	12	12	0.00198754	-
2	64143526	64144080	PELI1/ENSG00000197329/clean	0	-	10	0	0	0	0	0	0	0	0	0	0	12	0	0	LowCover
2	64454581	64455343	LGALSL/ENSG00000119862/clean	0	+	10	0.200798	0	0	0	0	0	3	0	8.1	146	148	146	0.0013549	NonUniformIntronCover
2	64455415	64455588	LGALSL/ENSG00000119862/clean	0	+	10	0	0	0	0	0	0	0	0	0	150	150	150	0	-
2	64455677	64456287	LGALSL/ENSG00000119862/clean	0	+	30	0.274138	0	0	0	5	0	5	0	5	145	145	145	0.00188704	NonUniformIntronCover
2	64455677	64458284	LGALSL/ENSG00000119862/clean	0	+	218	0.0669736	0	0	0	0	0	1	0	0	145	163	0	0.000410712	LowCover
2	64456465	64458284	LGALSL/ENSG00000119862/clean	0	+	10	0.000552792	0	0	0	0	3	1	0	0	163	163	163	3.39135e-06	NonUniformIntronCover
2	64524612	64551442	AFTPH/ENSG00000119844/clean	0	+	783	0.243406	0	0	0	0	9	0	0	0	74	51	51	0.00327849	MinorIsoform
2	64553409	64567561	AFTPH/ENSG00000119844/clean	0	+	390	0.0568958	0	0	0	0	0	6	0	6	84	112	81	0.00050774	MinorIsoform
2	64567713	64569091	AFTPH/ENSG00000119844/clean	0	+	10	0	0	0	0	0	8	0	0	0	165	165	165	0	NonUniformIntronCover
2	64569218	64569622	AFTPH/ENSG00000119844/clean	0	+	10	0	0	0	0	0	0	0	0	0	160	160	160	0	-
2	64569679	64572945	AFTPH/ENSG00000119844/clean	0	+	70	0.172403	0	0	0	0	7	0	0	0	134	137	134	0.00125683	NonUniformIntronCover
2	64573068	64579485	AFTPH/ENSG00000119844/clean	0	+	486	0.0984657	0	0	0	0	11	0	0	0	151	129	123	0.000651666	NonUniformIntronCover
2	64579546	64581189	AFTPH/ENSG00000119844/clean	0	+	10	0.197183	0	0	0	0	1	0	1	0	150	2	2	0.00131283	LowCover
2	64579546	64585421	AFTPH/ENSG00000119844/clean	0	+	254	0.45668	0.709204	0	0	3	1	3	1	5	150	174	148	0.00261773	NonUniformIntronCover
2	64581273	64585421	AFTPH/ENSG00000119844/clean	0	+	160	0.562939	1.40539	0	2	4	0	3	0	5	3	174	3	0.00801223	LowCover
2	64585545	64591884	AFTPH/ENSG00000119844/clean	0	+	10	0.23495	0	0	0	0	2	6	0	0	196	139	139	0.00119729	MinorIsoform
2	64636875	64653619	SERTAD2/ENSG00000179833/clean	0	-	210	0	0	0	0	0	0	0	0	0	23	18	18	0	-
2	64636875	64750280	SERTAD2/ENSG00000179833/clean	0	-	2604	0.0120396	0	0	0	0	0	0	0	0	23	5	5	0.000523187	LowCover
2	64988620	65001447	SLC1A4/ENSG00000115902/clean	0	+	1237	0.0398619	0	0	0	0	0	0	0	0	0	14	0	0.0028392	LowCover
2	64990170	65001447	SLC1A4/ENSG00000115902/clean	0	+	455	0.0405655	0	0	0	0	0	0	0	0	14	14	14	0.00288917	-
2	65001490	65003952	SLC1A4/ENSG00000115902/clean	0	+	310	0	0	0	0	0	0	0	0	0	14	14	14	0	-
2	65004015	65010596	SLC1A4/ENSG00000115902/clean	0	+	260	0.0395507	0	0	0	0	0	0	0	0	6	6	6	0.00654862	LowCover
2	65010763	65011311	SLC1A4/ENSG00000115902/clean	0	+	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LowCover
2	65010763	65016439	SLC1A4/ENSG00000115902/clean	0	+	584	0.286528	0	0	0	1	0	0	0	0	0	0	0	0	LowCover
2	65010763	65018070	SLC1A4/ENSG00000115902/clean	0	+	828	0.225189	0	0	0	0	0	0	0	0	0	8	0	0.027378	LowCover
2	65011545	65016439	SLC1A4/ENSG00000115902/clean	0	+	340	0.320378	0.0510428	0	0	1	0	0	0	0	0	0	0	1	LowCover
2	65016673	65018070	SLC1A4/ENSG00000115902/clean	0	+	10	0	0	0	0	0	0	0	0	0	8	8	8	0	LowCover
2	65018265	65018544	SLC1A4/ENSG00000115902/clean	0	+	10	0	0	0	0	0	0	0	0	0	29	29	29	0	-
2	65018679	65020911	SLC1A4/ENSG00000115902/clean	0	+	10	0	0	0	0	0	0	0	0	0	8	8	8	0	LowCover
2	65056528	65069398	CEP68/ENSG00000011523/clean	0	+	520	0.0404858	0	0	0	0	0	0	0	0	59	94	59	0.000430515	MinorIsoform
2	65056524	65071453	CEP68/ENSG00000011523/clean	0	+	1662	0.0505766	0	0	0	0	59	5	0	2.3	35	42	0	0.00120276	LowCover
2	65072569	65072883	CEP68/ENSG00000011523/known-exon	0	+	10	1	42.9426	33	44	48	47	25	48	28.8	0	0	0	1	LowSplicing
2	65071204	65104733	RAB1A/ENSG00000138069/clean	0	-	4643	0.185003	0	0	0	0	0	0	0	0	0	1241	0	0.000149054	LowCover
2	65072980	65073935	CEP68/ENSG00000011523/known-exon	0	+	10	0	0	0	0	0	0	0	0	0	42	0	0	0	LowCover
2	65074149	65074281	CEP68/ENSG00000011523/clean	0	+	39	0.215054	0	0	0	0	3	0	3	0	0	42	0	0.00509424	LowCover
2	65077964	65082535	CEP68/ENSG00000011523/clean	0	+	130	0.361855	0.154755	0	0	4	0	0	0	0	45	41	41	0.00797709	-
2	65082709	65083638	CEP68/ENSG00000011523/clean	0	+	10	0.272035	0	0	0	3	4	0	0	0	18	18	18	0.014888	NonUniformIntronCover
2	65088690	65088938	RAB1A/ENSG00000138069/clean	0	-	10	0.983193	5.86458	5	6	6	69	7	5	4.6	2423	2415	2415	0.00241454	NonUniformIntronCover
2	65088690	65097970	RAB1A/ENSG00000138069/clean	0	-	438	0.376725	0.191916	0	0	5	69	1	5	0.5	2423	1878	0	0.000155454	LowCover
2	65089070	65090982	RAB1A/ENSG00000138069/clean	0	-	10	0.984753	9.39633	6	10	13	25	3	6	3	1928	1934	1924	0.004835	NonUniformIntronCover
2	65089070	65104733	RAB1A/ENSG00000138069/clean	0	-	772	0.254113	0	0	0	1	25	0	6	0	1928	1241	0	0.000131784	LowCover
2	65091078	65097970	RAB1A/ENSG00000138069/clean	0	-	190	0.182632	0	0	0	0	10	1	5.85	0.5	1882	1878	1874	9.70321e-05	NonUniformIntronCover
2	65091078	65104733	RAB1A/ENSG00000138069/clean	0	-	666	0.147124	0	0	0	0	10	0	5.85	0	1882	1241	8	7.81684e-05	LowCover
2	65098066	65104733	RAB1A/ENSG00000138069/clean	0	-	380	0.109273	0	0	0	0	0	0	0	0	1239	1241	1233	8.80447e-05	-
2	65104806	65129892	RAB1A/ENSG00000138069/clean	0	-	1380	0.00953345	0	0	0	0	11	12	0	5.4	651	632	632	1.46441e-05	NonUniformIntronCover
2	65207196	65222466	AC007318.2/ENSG00000273763/clean	0	-	550	0.0648098	0	0	0	0	0	0	0	0	0	0	0	0	LowCover
2	65222540	65227484	AC007318.2/ENSG00000273763/clean	0	-	70	0.461223	0.605128	0	0	3	1	4	1	4	0	0	0	1	LowCover
2	65227957	65239851	ACTR2/ENSG00000138071/clean	0	+	771	0.0722827	0	0	0	0	2	0	0	0	1294	1294	1294	5.58567e-05	-
2	65228446	65239851	ACTR2/ENSG00000138071/clean	0	+	490	0.0736601	0	0	0	0	4	0	4	0	0	1294	0	5.69211e-05	LowCover
2	65239962	65242048	ACTR2/ENSG00000138071/clean	0	+	87	0.125063	0	0	0	0	46	0	0	0	1035	0	0	0.000120819	LowCover
2	65239962	65246523	ACTR2/ENSG00000138071/clean	0	+	465	0.184383	0	0	0	0	46	4	0	3.8	1035	1031	1030	0.000178116	NonUniformIntronCover
2	65242063	65246523	ACTR2/ENSG00000138071/clean	0	+	363	0.213327	0	0	0	0	0	4	0	3.8	0	1031	0	0.00020687	LowCover
2	65246739	65251026	ACTR2/ENSG00000138071/clean	0	+	470	0.103222	0	0	0	0	44	0	0	0	996	998	996	0.000103419	NonUniformIntronCover
2	65251099	65253727	ACTR2/ENSG00000138071/clean	0	+	190	0.0680886	0	0	0	0	18	0	0	0	839	839	839	8.11479e-05	NonUniformIntronCover
2	65253864	65255544	ACTR2/ENSG00000138071/clean	0	+	10	0	0	0	0	0	1	0	0	0	1175	1175	1175	0	-
2	65255694	65261246	ACTR2/ENSG00000138071/clean	0	+	520	0.2031	0	0	0	0	0	0	0	0	1178	1170	1170	0.000172381	-
2	65261392	65265042	ACTR2/ENSG00000138071/clean	0	+	70	0.0695531	0	0	0	0	3	0	0	0	1457	1465	1457	4.74742e-05	NonUniformIntronCover
2	65265175	65268563	ACTR2/ENSG00000138071/clean	0	+	140	0.257081	0	0	0	2	0	8	0	3	1501	1501	1501	0.000171244	NonUniformIntronCover
2	65314169	65316733	SPRED2/ENSG00000198369/clean	0	-	130	0.220624	0	0	0	0	9	0	0	0	52	49	49	0.00422485	NonUniformIntronCover
2	65314169	65331986	SPRED2/ENSG00000198369/clean	0	-	560	0.115663	0	0	0	0	9	0	0	0	52	57	3	0.00202507	LowCover
2	65316883	65331986	SPRED2/ENSG00000198369/clean	0	-	280	0.0984281	0	0	0	0	0	0	0	0	54	57	54	0.00172383	-
2	65332051	65334114	SPRED2/ENSG00000198369/clean	0	-	187	0.202559	0	0	0	0	0	1	0	0.85	75	0	0	0.00269351	LowCover
2	65332051	65334604	SPRED2/ENSG00000198369/clean	0	-	348	0.172336	0	0	0	0	0	0	0	0	75	53	53	0.00229254	MinorIsoform
2	65334265	65334604	SPRED2/ENSG00000198369/clean	0	-	10	0	0	0	0	0	0	0	0	0	0	53	0	0	LowCover
2	65334773	65344718	SPRED2/ENSG00000198369/clean	0	-	1689	0.275921	0	0	0	1	0	1	0	1	29	58	29	0.00473473	MinorIsoform
2	65344594	65344718	SPRED2/ENSG00000198369/clean	0	-	10	0.885965	1	1	1	1	0	1	1	1	7	58	7	0.0169492	LowCover
2	65344896	65366589	SPRED2/ENSG00000198369/clean	0	-	180	0.0346302	0	0	0	0	1	0	0	0	54	19	19	0.000640889	MinorIsoform
2	65344896	65377612	SPRED2/ENSG00000198369/clean	0	-	553	0.0231633	0	0	0	0	1	0	0	0	54	0	0	0.000428765	LowCover
2	65344896	65431961	SPRED2/ENSG00000198369/clean	0	-	1771	0.0202124	0	0	0	0	1	0	0	0	54	35	35	0.000374164	MinorIsoform
2	65432084	65432528	SPRED2/ENSG00000198369/known-exon	0	-	10	1	6.43678	3	6	16	5	14	8.35	24.15	6	6	6	0.51756	NonUniformIntronCover
2	66433567	66437736	MEIS1/ENSG00000143995/clean	0	+	1145	0.0651455	0	0	0	0	0	0	0	0	0	5	0	0.0128615	LowCover
2	66435868	66437736	MEIS1/ENSG00000143995/clean	0	+	391	0	0	0	0	0	0	0	0	0	5	5	5	0	LowCover
2	66437963	66439842	MEIS1/ENSG00000143995/clean	0	+	371	0	0	0	0	0	0	0	0	0	5	5	5	0	LowCover
2	66439671	66439842	MEIS1/ENSG00000143995/clean	0	+	10	0	0	0	0	0	0	0	0	0	0	5	0	0	LowCover
2	66440345	66442901	MEIS1/ENSG00000143995/clean	0	+	472	0	0	0	0	0	0	0	0	0	0	25	0	0	LowCover
2	66441007	66441413	MEIS1/ENSG00000143995/clean	0	+	10	0	0	0	0	0	0	0	0	0	0	14	0	0	LowCover
2	66441464	66442901	MEIS1/ENSG00000143995/clean	0	+	10	0	0	0	0	0	0	0	0	0	25	25	25	0	-
2	66443048	66454708	MEIS1/ENSG00000143995/clean	0	+	124	0	0	0	0	0	0	0	0	0	18	0	0	0	LowCover
2	66443048	66464108	MEIS1/ENSG00000143995/clean	0	+	320	0	0	0	0	0	0	0	0	0	18	18	18	0	-
2	66445296	66454708	MEIS1/ENSG00000143995/clean	0	+	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LowCover
2	66454794	66464108	MEIS1/ENSG00000143995/clean	0	+	110	0	0	0	0	0	0	0	0	0	0	18	0	0	LowCover
2	66461887	66464108	MEIS1/ENSG00000143995/clean	0	+	10	0	0	0	0	0	0	0	0	0	0	18	0	0	LowCover
2	66464220	66512148	MEIS1/ENSG00000143995/clean	0	+	1092	0.00864719	0	0	0	0	1	0	0	0	11	19	11	0.000454908	MinorIsoform
2	66464220	66547942	MEIS1/ENSG00000143995/clean	0	+	1518	0.00619191	0	0	0	0	1	0	0	0	11	36	0	0.000171968	LowCover
2	66496200	66512148	MEIS1/ENSG00000143995/clean	0	+	217	0.00502193	0	0	0	0	0	0	0	0	11	19	5	0.000264242	LowCover
2	66509123	66512148	MEIS1/ENSG00000143995/clean	0	+	10	0	0	0	0	0	0	0	0	0	0	19	0	0	LowCover
2	66512294	66547942	MEIS1/ENSG00000143995/clean	0	+	280	0.00294051	0	0	0	0	0	0	0	0	27	36	27	8.16742e-05	MinorIsoform
2	66548019	66562081	MEIS1/ENSG00000143995/clean	0	+	50	0.087211	0	0	0	0	0	0	0	0	36	3	3	0.00241667	LowCover
2	66548019	66567452	MEIS1/ENSG00000143995/clean	0	+	208	0.0635631	0	0	0	0	0	0	0	0	36	30	30	0.00176253	-
2	66562119	66567452	MEIS1/ENSG00000143995/clean	0	+	120	0	0	0	0	0	0	0	0	0	0	30	0	0	LowCover
2	66568756	66569049	MEIS1/ENSG00000143995/known-exon	0	+	10	0.353357	0.695652	0	0	5	5	0	5	0	73	58	58	0.00481719	NonUniformIntronCover
2	66568756	66571245	MEIS1/ENSG00000143995/known-exon	0	+	116	0.597556	2.69085	0	4	6	5	5	5	5	73	46	15	0.0355506	MinorIsoform
2	66569145	66571245	MEIS1/ENSG00000143995/known-exon	0	+	10	0.630622	3.04785	0	4	6	4	5	4	5	31	46	31	0.0621403	MinorIsoform
2	67397671	67399168	ETAA1/ENSG00000143971/clean	0	+	60	0.80515	3.09565	1	3	4	0	4	0	4	29	33	29	0.0857625	NonUniformIntronCover
2	67399297	67399549	ETAA1/ENSG00000143971/clean	0	+	10	0	0	0	0	0	1	0	0	0	61	61	61	0	-
2	67402974	67403224	ETAA1/ENSG00000143971/clean	0	+	10	0	0	0	0	0	1	0	0	0	68	37	37	0	MinorIsoform
2	67405335	67409910	ETAA1/ENSG00000143971/clean	0	+	10	0.538445	1.58894	0	1	6	0	13	0	4.15	276	274	274	0.00572409	NonUniformIntronCover
2	68043053	68045987	C1D/ENSG00000197223/clean	0	-	150	0.198276	0	0	0	0	10	0	6	0	639	639	639	0.000310195	NonUniformIntronCover
2	68046043	68046343	C1D/ENSG00000197223/clean	0	-	10	0.903448	2.88793	1	2	9	24	9	11	7.5	725	714	714	0.00396755	NonUniformIntronCover
2	68046410	68047172	C1D/ENSG00000197223/clean	0	-	10	0.0199468	0	0	0	0	3	0	0	0	581	590	580	3.3807e-05	NonUniformIntronCover
2	68047315	68053060	C1D/ENSG00000197223/clean	0	-	124	0.300302	0.000889284	0	0	2	1820	0	2.95	0	69	247	15	0.00121432	MinorIsoform
2	68047319	68062944	C1D/ENSG00000197223/clean	0	-	396	0.147679	0	0	0	0	19	0	3	0	1782	623	508	8.28656e-05	MinorIsoform
2	68047319	68110326	C1D/ENSG00000197223/clean	0	-	3327	0.0419739	0	0	0	0	19	0	3	0	1782	0	0	2.35538e-05	LowCover
2	68053137	68062957	C1D/ENSG00000197223/clean	0	-	212	0.0583888	0	0	0	0	6	599	2.25	0	244	1227	152	4.75844e-05	MinorIsoform
2	68123011	68125204	WDR92/ENSG00000243667/clean	0	-	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LowCover
2	68125383	68131276	WDR92/ENSG00000243667/clean	0	-	1652	0.366423	0.467295	0	0	6	0	139	0	122.65	0	0	0	1	LowCover
2	68131445	68134701	WDR92/ENSG00000243667/clean	0	-	944	0.677336	2.04644	0	2	4	12	2	14	2	149	151	149	0.0133713	NonUniformIntronCover
2	68132005	68134701	WDR92/ENSG00000243667/clean	0	-	688	0.645418	1.69154	0	2	4	4	2	1	2	0	151	0	0.0110782	LowCover
2	68134799	68137298	WDR92/ENSG00000243667/clean	0	-	10	0.32262	0.0571715	0	0	1	0	3	0	0.9	102	102	102	0.00315296	NonUniformIntronCover
2	68137433	68138741	WDR92/ENSG00000243667/clean	0	-	230	0.0204082	0	0	0	0	3	0	0.35	0	211	211	211	9.67118e-05	NonUniformIntronCover
2	68138857	68141693	WDR92/ENSG00000243667/clean	0	-	80	0	0	0	0	0	0	0	0	0	117	117	117	0	-
2	68141795	68144584	WDR92/ENSG00000243667/clean	0	-	10	0	0	0	0	0	3	0	0	0	172	172	172	0	NonUniformIntronCover
2	68144715	68147466	WDR92/ENSG00000243667/clean	0	-	10	0	0	0	0	0	0	0	0	0	137	124	124	0	-
2	68147567	68157260	WDR92/ENSG00000243667/clean	0	-	290	0.202489	0	0	0	0	2	0	0	0	161	137	136	0.00125611	-
2	68158141	68158379	PNO1/ENSG00000115946/clean	0	+	10	0.565789	6.06522	0	7.5	11	14	0	13.85	0	537	547	537	0.0109666	NonUniformIntronCover
2	68158529	68161682	PNO1/ENSG00000115946/clean	0	+	298	0.278809	0	0	0	1	0	0	0	1	439	436	436	0.000634697	-
2	68161766	68162264	PNO1/ENSG00000115946/clean	0	+	10	0	0	0	0	0	16	0	0	0	399	399	399	0	NonUniformIntronCover
2	68162325	68162545	PNO1/ENSG00000115946/clean	0	+	10	0.619048	2.39286	0	3	3	11	0	12	0	557	557	557	0.0042776	NonUniformIntronCover
2	68162663	68173346	PNO1/ENSG00000115946/clean	0	+	440	0.211266	0	0	0	0	10	0	2	0	635	607	607	0.000332592	NonUniformIntronCover
2	68173417	68174734	PNO1/ENSG00000115946/clean	0	+	10	0.484315	0.460803	0	0	1	25	1	0	2.2	532	548	532	0.000883007	NonUniformIntronCover
2	68181010	68186467	PPP3R1/ENSG00000221823/clean	0	-	100	0.547695	1.28465	0	1	5	10	0	9.55	0	498	495	495	0.00257298	NonUniformIntronCover
2	68186652	68187254	PPP3R1/ENSG00000221823/clean	0	-	10	0	0	0	0	0	0	0	0	0	454	458	454	0	-
2	68187314	68188513	PPP3R1/ENSG00000221823/clean	0	-	10	0.106812	0	0	0	0	11	0	0	0	405	405	405	0.000263665	NonUniformIntronCover
2	68188690	68217091	PPP3R1/ENSG00000221823/clean	0	-	800	0.0756132	0	0	0	0	0	0	0	0	177	174	174	0.000427011	-
2	68217131	68250990	PPP3R1/ENSG00000221823/clean	0	-	150	0.05856	0	0	0	0	13	0	9	0	112	0	0	0.000522584	LowCover
2	68217131	68252124	PPP3R1/ENSG00000221823/clean	0	-	318	0.0569286	0	0	0	0	13	0	9	0	112	113	112	0.000503539	NonUniformIntronCover
2	68217131	68256055	PPP3R1/ENSG00000221823/clean	0	-	896	0.0534343	0	0	0	0	13	0	9	0	112	0	0	0.000476865	LowCover
2	68284484	68317156	CNRIP1/ENSG00000119865/clean	0	-	3193	0.0285288	0	0	0	0	0	0	0	0	0	8	0	0.00355343	LowCover
2	68294026	68317156	CNRIP1/ENSG00000119865/clean	0	-	2036	0.0398692	0	0	0	0	0	0	0	0	8	8	8	0.00495893	LowCover
2	68317307	68319221	CNRIP1/ENSG00000119865/clean	0	-	10	0	0	0	0	0	0	0	0	0	12	12	12	0	-
2	68319466	68319771	CNRIP1/ENSG00000119865/known-exon	0	-	10	0	0	0	0	0	0	0	0	0	8	8	8	0	LowCover
2	68365393	68380327	PLEK/ENSG00000115956/clean	0	+	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LowCover
